#pid	gene_ids	eids	pathfinders	sif_edges
'p1881'	'APP'|'CFL1'|'MYC'|'TRIM21'	'edge2721'|'edge2157'|'edge2124'	'protein_path'	APP u CFL1|CFL1 u MYC|MYC u TRIM21
'p1882'	'LAMB1'|'ITGA3'|'PLAUR'|'STAT1'	'edge5282'|'edge2605'|'edge2728'	'protein_path'	LAMB1 u ITGA3|ITGA3 u PLAUR|PLAUR u STAT1
'p1883'	'ISG15'|'IRF1'|'CREBBP'|'NUPR1'	'edge4241'|'edge5052'|'edge2717'	'protein_path'	ISG15 u IRF1|IRF1 u CREBBP|CREBBP u NUPR1
'p1884'	'COLGALT1'|'ELAVL1'|'APOE'|'STAT1'	'edge5760'|'edge4472'|'edge2677'	'protein_path'	COLGALT1 u ELAVL1|ELAVL1 u APOE|APOE d STAT1
'p1885'	'APP'|'ALB'|'VCAM1'|'IRF7'	'edge3907'|'edge4771'|'edge4068'	'protein_path'	APP d ALB|ALB d VCAM1|VCAM1 u IRF7
'p1886'	'ISG15'|'RPTOR'|'YWHAZ'|'TRIM21'	'edge2205'|'edge3193'|'edge2772'	'protein_path'	ISG15 u RPTOR|RPTOR u YWHAZ|YWHAZ u TRIM21
'p1887'	'APP'|'ANXA1'|'MAPK14'|'FGFR3'	'edge5230'|'edge2108'|'edge3518'	'protein_path'	APP u ANXA1|ANXA1 d MAPK14|MAPK14 u FGFR3
'p1888'	'APP'|'GGA1'|'CDKN2A'|'NMI'	'edge2868'|'edge2116'|'edge2611'	'protein_path'	APP u GGA1|GGA1 u CDKN2A|CDKN2A u NMI
'p1889'	'APP'|'HSPD1'|'CASP3'|'STAT1'	'edge5540'|'edge5096'|'edge1365'	'protein_path'	APP u HSPD1|HSPD1 u CASP3|CASP3 d STAT1
'p1890'	'APP'|'MAPK1'|'KIT'|'STAT1'	'edge2168'|'edge1178'|'edge5486'	'protein_path'	APP u MAPK1|MAPK1 u KIT|KIT d STAT1
'p1891'	'ISG15'|'RNASEL'|'OASL'|'IRF7'	'edge2863'|'edge931'|'edge2196'	'protein_path'	ISG15 u RNASEL|RNASEL u OASL|OASL u IRF7
'p1892'	'APP'|'EDN1'|'VEGFA'|'FGFR3'	'edge1966'|'edge904'|'edge4700'	'protein_path'	APP u EDN1|EDN1 d VEGFA|VEGFA d FGFR3
'p1893'	'APP'|'MAPRE1'|'CHEK2'|'STAT1'	'edge2620'|'edge2315'|'edge1375'	'protein_path'	APP u MAPRE1|MAPRE1 u CHEK2|CHEK2 u STAT1
'p1894'	'ISG15'|'IRF6'|'XAF1'|'IRF7'	'edge5659'|'edge1287'|'edge646'	'protein_path'	ISG15 u IRF6|IRF6 u XAF1|XAF1 u IRF7
'p1895'	'ISG15'|'OASL'|'IRF9'|'IRF7'	'edge1788'|'edge5664'|'edge2067'	'protein_path'	ISG15 u OASL|OASL u IRF9|IRF9 u IRF7
'p1896'	'ISG15'|'WDR82'|'PAXIP1'|'NUPR1'	'edge3837'|'edge21'|'edge1760'	'protein_path'	ISG15 u WDR82|WDR82 u PAXIP1|PAXIP1 u NUPR1
'p1897'	'APP'|'GRB2'|'CDKN1B'|'TRIM21'	'edge558'|'edge3312'|'edge2631'	'protein_path'	APP u GRB2|GRB2 u CDKN1B|CDKN1B u TRIM21
'p1898'	'ISG15'|'OAS2'|'IRF5'|'STAT1'	'edge2000'|'edge5054'|'edge3807'	'protein_path'	ISG15 u OAS2|OAS2 u IRF5|IRF5 u STAT1
'p1899'	'APP'|'COPS5'|'TYK2'|'STAT1'	'edge4078'|'edge3743'|'edge5272'	'protein_path'	APP u COPS5|COPS5 u TYK2|TYK2 d STAT1
'p1900'	'ISG15'|'UBE2N'|'CDC5L'|'TRIM21'	'edge1765'|'edge1775'|'edge1597'	'protein_path'	ISG15 u UBE2N|UBE2N u CDC5L|CDC5L u TRIM21
'p1901'	'THBS1'|'MYB'|'MYOD1'|'NUPR1'	'edge4944'|'edge72'|'edge3704'	'protein_path'	THBS1 d MYB|MYB u MYOD1|MYOD1 u NUPR1
'p1902'	'APP'|'MAPK3'|'SH2B1'|'FGFR3'	'edge5024'|'edge3871'|'edge3646'	'protein_path'	APP u MAPK3|MAPK3 d SH2B1|SH2B1 u FGFR3
'p1903'	'THBS1'|'ELAVL1'|'TNFAIP3'|'IRF7'	'edge5365'|'edge3574'|'edge1369'	'protein_path'	THBS1 u ELAVL1|ELAVL1 u TNFAIP3|TNFAIP3 u IRF7
'p1904'	'COLGALT1'|'KNCN'|'DDX17'|'NUPR1'	'edge5068'|'edge2664'|'edge5428'	'protein_path'	COLGALT1 u KNCN|KNCN u DDX17|DDX17 u NUPR1
'p1905'	'ISG15'|'OAS1'|'HLA-DRB1'|'IRF7'	'edge3392'|'edge3950'|'edge404'	'protein_path'	ISG15 u OAS1|OAS1 u HLA-DRB1|HLA-DRB1 u IRF7
'p1906'	'ISG15'|'CCND1'|'PTK2B'|'STAT1'	'edge4086'|'edge3330'|'edge3941'	'protein_path'	ISG15 u CCND1|CCND1 u PTK2B|PTK2B u STAT1
'p1907'	'ISG15'|'XAF1'|'IRF2'|'IRF7'	'edge3334'|'edge5588'|'edge1082'	'protein_path'	ISG15 u XAF1|XAF1 u IRF2|IRF2 u IRF7
'p1908'	'FGFR3'|'HSPA4'|'PTK2B'|'STAT1'	'edge3228'|'edge4090'|'edge3941'	'merlin_path'	FGFR3 u HSPA4|HSPA4 u PTK2B|PTK2B u STAT1
'p1909'	'ISG15'|'IFIT3'|'CDC37'|'MOK'	'edge2134'|'edge1800'|'edge688'	'protein_path'	ISG15 u IFIT3|IFIT3 u CDC37|CDC37 u MOK
'p1910'	'APP'|'OPN4'|'HDAC1'|'STAT1'	'edge4847'|'edge1892'|'edge153'	'protein_path'	APP u OPN4|OPN4 d HDAC1|HDAC1 u STAT1
'p1911'	'APP'|'FBXL2'|'HSP90AA1'|'FGFR3'	'edge3475'|'edge3039'|'edge157'	'protein_path'	APP u FBXL2|FBXL2 u HSP90AA1|HSP90AA1 u FGFR3
'p1912'	'APP'|'DAB1'|'SOCS3'|'FGFR3'	'edge2122'|'edge3491'|'edge2252'	'protein_path'	APP u DAB1|DAB1 u SOCS3|SOCS3 u FGFR3
'p1913'	'APP'|'PRAM1'|'TP53'|'STAT1'	'edge5691'|'edge924'|'edge1346'	'protein_path'	APP u PRAM1|PRAM1 u TP53|TP53 u STAT1
'p1914'	'APP'|'SNCA'|'HSPA4'|'FGFR3'	'edge4432'|'edge499'|'edge3228'	'protein_path'	APP u SNCA|SNCA u HSPA4|HSPA4 u FGFR3
'p1915'	'ISG15'|'IRF1'|'IP6K2'|'IRF7'	'edge4241'|'edge2229'|'edge3648'	'protein_path'	ISG15 u IRF1|IRF1 u IP6K2|IP6K2 u IRF7
'p1916'	'ISG15'|'JAK1'|'FYN'|'STAT1'	'edge425'|'edge2653'|'edge5190'	'protein_path'	ISG15 d JAK1|JAK1 u FYN|FYN d STAT1
'p1917'	'APP'|'GSK3B'|'CSNK2A2'|'NMI'	'edge4726'|'edge5737'|'edge268'	'protein_path'	APP u GSK3B|GSK3B u CSNK2A2|CSNK2A2 d NMI
'p1918'	'ISG15'|'ATP6V1B1'|'ACTA1'|'NMI'	'edge4295'|'edge4178'|'edge1575'	'protein_path'	ISG15 u ATP6V1B1|ATP6V1B1 u ACTA1|ACTA1 u NMI
'p1919'	'ISG15'|'PCNA'|'BRCA1'|'NMI'	'edge5878'|'edge1879'|'edge447'	'protein_path'	ISG15 u PCNA|PCNA u BRCA1|BRCA1 u NMI
'p1920'	'APP'|'MAPK3'|'HSP90AA1'|'FGFR3'	'edge5024'|'edge3017'|'edge157'	'protein_path'	APP u MAPK3|MAPK3 u HSP90AA1|HSP90AA1 u FGFR3
'p1921'	'THBS1'|'CD36'|'STAT1'	'edge3575'|'edge551'	'protein_path'	THBS1 u CD36|CD36 d STAT1
'p1922'	'APP'|'HSPD1'|'HSPA4'|'FGFR3'	'edge5540'|'edge636'|'edge3228'	'protein_path'	APP u HSPD1|HSPD1 u HSPA4|HSPA4 u FGFR3
'p1923'	'ISG15'|'IFIT3'|'IRF9'|'STAT1'	'edge2134'|'edge3529'|'edge4017'	'protein_path'	ISG15 u IFIT3|IFIT3 u IRF9|IRF9 u STAT1
'p1924'	'THBS1'|'PLAU'|'NCL'|'STAT1'	'edge1190'|'edge5201'|'edge3885'	'protein_path'	THBS1 d PLAU|PLAU u NCL|NCL u STAT1
'p1925'	'APP'|'MED4'|'VDR'|'STAT1'	'edge5374'|'edge1527'|'edge3932'	'protein_path'	APP u MED4|MED4 u VDR|VDR u STAT1
'p1926'	'ISG15'|'MAPK3'|'CIITA'|'IRF7'	'edge4519'|'edge3801'|'edge2489'	'protein_path'	ISG15 d MAPK3|MAPK3 u CIITA|CIITA u IRF7
'p1927'	'APP'|'OXTR'|'GRP'|'NMI'	'edge4075'|'edge663'|'edge2977'	'protein_path'	APP u OXTR|OXTR u GRP|GRP u NMI
'p1928'	'ISG15'|'CCND1'|'HRAS'|'STAT1'	'edge4086'|'edge5883'|'edge5865'	'protein_path'	ISG15 u CCND1|CCND1 d HRAS|HRAS d STAT1
'p1929'	'ISG15'|'CTNNB1'|'PTPN11'|'STAT1'	'edge4789'|'edge2265'|'edge5802'	'protein_path'	ISG15 u CTNNB1|CTNNB1 u PTPN11|PTPN11 d STAT1
'p1930'	'ISG15'|'IRF8'|'IRF6'|'IRF7'	'edge2714'|'edge1325'|'edge5807'	'protein_path'	ISG15 u IRF8|IRF8 u IRF6|IRF6 u IRF7
'p1931'	'COLGALT1'|'KNCN'|'HSPA1B'|'FGFR3'	'edge5068'|'edge2469'|'edge5082'	'protein_path'	COLGALT1 u KNCN|KNCN u HSPA1B|HSPA1B u FGFR3
'p1932'	'APP'|'B2M'|'IRF4'|'IRF7'	'edge2047'|'edge1715'|'edge1997'	'protein_path'	APP u B2M|B2M u IRF4|IRF4 u IRF7
'p1933'	'APP'|'ABL1'|'STAT2'|'NMI'	'edge3122'|'edge4551'|'edge1173'	'protein_path'	APP u ABL1|ABL1 u STAT2|STAT2 u NMI
'p1934'	'FGFR3'|'SOCS1'|'JAK2'|'STAT1'	'edge5709'|'edge3615'|'edge1462'	'merlin_path'	FGFR3 u SOCS1|SOCS1 d JAK2|JAK2 d STAT1
'p1935'	'ISG15'|'MX1'|'GBP2'|'IRF7'	'edge684'|'edge824'|'edge830'	'protein_path'	ISG15 u MX1|MX1 u GBP2|GBP2 u IRF7
'p1936'	'APP'|'B2M'|'NCAM1'|'IRF7'	'edge2047'|'edge1223'|'edge2228'	'protein_path'	APP u B2M|B2M u NCAM1|NCAM1 u IRF7
'p1937'	'APP'|'HSP90AA1'|'SRC'|'STAT1'	'edge1963'|'edge1979'|'edge5455'	'protein_path'	APP u HSP90AA1|HSP90AA1 u SRC|SRC d STAT1
'p1938'	'ISG15'|'UBE2N'|'MAP3K1'|'MOK'	'edge1765'|'edge524'|'edge5278'	'protein_path'	ISG15 u UBE2N|UBE2N u MAP3K1|MAP3K1 u MOK
'p1939'	'FGFR3'|'HSP90AA1'|'CDKN2A'|'NMI'	'edge157'|'edge1483'|'edge2611'	'merlin_path'	FGFR3 u HSP90AA1|HSP90AA1 u CDKN2A|CDKN2A u NMI
'p1940'	'ISG15'|'IRF3'|'UBE2L6'|'STAT1'	'edge496'|'edge4005'|'edge2312'	'protein_path'	ISG15 d IRF3|IRF3 d UBE2L6|UBE2L6 d STAT1
'p1941'	'ISG15'|'OAS2'|'IRF4'|'IRF7'	'edge2000'|'edge5296'|'edge1997'	'protein_path'	ISG15 u OAS2|OAS2 u IRF4|IRF4 u IRF7
'p1942'	'APP'|'BCAP31'|'NCAM1'|'IRF7'	'edge1162'|'edge2898'|'edge2228'	'protein_path'	APP u BCAP31|BCAP31 u NCAM1|NCAM1 u IRF7
'p1943'	'FGFR3'|'HSP90AA1'|'STAT2'|'STAT1'	'edge157'|'edge5040'|'edge1544'	'merlin_path'	FGFR3 u HSP90AA1|HSP90AA1 u STAT2|STAT2 d STAT1
'p1944'	'ISG15'|'RNASEL'|'TBK1'|'IRF7'	'edge2863'|'edge506'|'edge5573'	'protein_path'	ISG15 u RNASEL|RNASEL u TBK1|TBK1 d IRF7
'p1945'	'APP'|'ECSIT'|'MYC'|'TRIM21'	'edge4402'|'edge5153'|'edge2124'	'protein_path'	APP u ECSIT|ECSIT u MYC|MYC u TRIM21
'p1946'	'APP'|'B2M'|'HLA-DRB1'|'IRF7'	'edge2047'|'edge1587'|'edge404'	'protein_path'	APP u B2M|B2M u HLA-DRB1|HLA-DRB1 u IRF7
'p1947'	'APP'|'KISS1R'|'GRP'|'NMI'	'edge1315'|'edge1196'|'edge2977'	'protein_path'	APP u KISS1R|KISS1R u GRP|GRP u NMI
'p1948'	'APP'|'HCRTR1'|'MX1'|'IRF7'	'edge77'|'edge3570'|'edge1241'	'protein_path'	APP u HCRTR1|HCRTR1 u MX1|MX1 u IRF7
'p1949'	'ISG15'|'IRF6'|'GBP2'|'IRF7'	'edge5659'|'edge5102'|'edge830'	'protein_path'	ISG15 u IRF6|IRF6 u GBP2|GBP2 u IRF7
'p1950'	'APP'|'MAPRE1'|'MAPRE3'|'LMO2'	'edge2620'|'edge707'|'edge3401'	'protein_path'	APP u MAPRE1|MAPRE1 u MAPRE3|MAPRE3 u LMO2
'p1951'	'ISG15'|'HLA-A'|'NCAM1'|'IRF7'	'edge350'|'edge4300'|'edge2228'	'protein_path'	ISG15 u HLA-A|HLA-A u NCAM1|NCAM1 u IRF7
'p1952'	'ISG15'|'MX2'|'HLA-A'|'IRF7'	'edge2085'|'edge4679'|'edge5'	'protein_path'	ISG15 u MX2|MX2 u HLA-A|HLA-A u IRF7
'p1953'	'ISG15'|'IRF1'|'MX2'|'IRF7'	'edge4241'|'edge3441'|'edge5536'	'protein_path'	ISG15 u IRF1|IRF1 u MX2|MX2 u IRF7
'p1954'	'ISG15'|'HLA-B'|'RNASEL'|'IRF7'	'edge247'|'edge4989'|'edge5668'	'protein_path'	ISG15 u HLA-B|HLA-B u RNASEL|RNASEL u IRF7
'p1955'	'APP'|'HSP90AA1'|'STAT3'|'STAT1'	'edge1963'|'edge492'|'edge4887'	'protein_path'	APP u HSP90AA1|HSP90AA1 u STAT3|STAT3 d STAT1
'p1956'	'APP'|'STUB1'|'RELA'|'STAT1'	'edge1732'|'edge2362'|'edge1420'	'protein_path'	APP u STUB1|STUB1 u RELA|RELA u STAT1
'p1957'	'APP'|'B2M'|'GRB2'|'FGFR3'	'edge2047'|'edge805'|'edge5887'	'protein_path'	APP u B2M|B2M u GRB2|GRB2 u FGFR3
'p1958'	'ISG15'|'RNASEL'|'HLA-C'|'IRF7'	'edge2863'|'edge2349'|'edge4966'	'protein_path'	ISG15 u RNASEL|RNASEL u HLA-C|HLA-C u IRF7
'p1959'	'ISG15'|'SEPT2'|'PIAS1'|'STAT1'	'edge5639'|'edge4150'|'edge1046'	'protein_path'	ISG15 u SEPT2|SEPT2 u PIAS1|PIAS1 u STAT1
'p1960'	'FGFR3'|'HSP90AA1'|'PDLIM7'|'IRF7'	'edge157'|'edge326'|'edge4757'	'merlin_path'	FGFR3 u HSP90AA1|HSP90AA1 u PDLIM7|PDLIM7 d IRF7
'p1961'	'COLGALT1'|'ELAVL1'|'CDKN1B'|'TRIM21'	'edge5760'|'edge4812'|'edge2631'	'protein_path'	COLGALT1 u ELAVL1|ELAVL1 u CDKN1B|CDKN1B u TRIM21
'p1962'	'THBS1'|'F2'|'SRC'|'STAT1'	'edge2726'|'edge3116'|'edge5455'	'protein_path'	THBS1 u F2|F2 d SRC|SRC d STAT1
'p1963'	'APP'|'HSPD1'|'MAPK13'|'FGFR3'	'edge5540'|'edge4376'|'edge4912'	'protein_path'	APP u HSPD1|HSPD1 d MAPK13|MAPK13 u FGFR3
'p1964'	'FGFR3'|'MAPK14'|'ATF3'|'STAT1'	'edge3518'|'edge2867'|'edge4730'	'merlin_path'	FGFR3 u MAPK14|MAPK14 d ATF3|ATF3 u STAT1
'p1965'	'FGFR3'|'FGF1'|'EGR1'|'IRF7'	'edge360'|'edge5817'|'edge597'	'merlin_path'	FGFR3 u FGF1|FGF1 d EGR1|EGR1 u IRF7
'p1966'	'APP'|'CD74'|'TP63'|'FGFR3'	'edge581'|'edge2554'|'edge1790'	'protein_path'	APP u CD74|CD74 d TP63|TP63 d FGFR3
'p1967'	'ISG15'|'HLA-C'|'IRF5'|'STAT1'	'edge5351'|'edge2164'|'edge3807'	'protein_path'	ISG15 u HLA-C|HLA-C u IRF5|IRF5 u STAT1
'p1968'	'ISG15'|'RGS3'|'GNAI2'|'MOK'	'edge3677'|'edge3541'|'edge211'	'protein_path'	ISG15 u RGS3|RGS3 u GNAI2|GNAI2 u MOK
'p1969'	'APP'|'LRP1'|'APOE'|'STAT1'	'edge135'|'edge2092'|'edge2677'	'protein_path'	APP u LRP1|LRP1 u APOE|APOE d STAT1
'p1970'	'APP'|'APOE'|'IFIT3'|'IRF7'	'edge680'|'edge266'|'edge455'	'protein_path'	APP u APOE|APOE u IFIT3|IFIT3 u IRF7
'p1971'	'ISG15'|'IRF1'|'TRIM28'|'IRF7'	'edge4241'|'edge606'|'edge1338'	'protein_path'	ISG15 u IRF1|IRF1 u TRIM28|TRIM28 d IRF7
'p1972'	'APP'|'HSPA8'|'HERC5'|'STAT1'	'edge1229'|'edge625'|'edge4467'	'protein_path'	APP u HSPA8|HSPA8 u HERC5|HERC5 d STAT1
'p1973'	'ISG15'|'RNASEL'|'MX2'|'IRF7'	'edge2863'|'edge631'|'edge5536'	'protein_path'	ISG15 u RNASEL|RNASEL u MX2|MX2 u IRF7
'p1974'	'FGFR3'|'MAPK13'|'CASP5'|'STAT1'	'edge4912'|'edge3468'|'edge259'	'merlin_path'	FGFR3 u MAPK13|MAPK13 u CASP5|CASP5 u STAT1
'p1975'	'APP'|'AGTR1'|'AGT'|'STAT1'	'edge238'|'edge3182'|'edge224'	'protein_path'	APP u AGTR1|AGTR1 d AGT|AGT d STAT1
'p1976'	'THBS1'|'MMP2'|'MAPK14'|'FGFR3'	'edge4425'|'edge932'|'edge3518'	'protein_path'	THBS1 u MMP2|MMP2 d MAPK14|MAPK14 u FGFR3
'p1977'	'ISG15'|'STK38'|'MAPK1'|'STAT1'	'edge2673'|'edge308'|'edge5698'	'protein_path'	ISG15 u STK38|STK38 u MAPK1|MAPK1 d STAT1
'p1978'	'ISG15'|'GAPDH'|'TP53'|'STAT1'	'edge561'|'edge3900'|'edge1346'	'protein_path'	ISG15 u GAPDH|GAPDH u TP53|TP53 u STAT1
'p1979'	'ISG15'|'PCNA'|'USP4'|'TRIM21'	'edge5878'|'edge1616'|'edge3908'	'protein_path'	ISG15 u PCNA|PCNA u USP4|USP4 d TRIM21
'p1980'	'FGFR3'|'CCND1'|'CREBBP'|'IRF7'	'edge3792'|'edge4398'|'edge3336'	'merlin_path'	FGFR3 d CCND1|CCND1 u CREBBP|CREBBP u IRF7
'p1981'	'ISG15'|'IRF8'|'NFKB1'|'STAT1'	'edge2714'|'edge2415'|'edge5790'	'protein_path'	ISG15 u IRF8|IRF8 u NFKB1|NFKB1 u STAT1
'p1982'	'ISG15'|'RNASEL'|'IP6K2'|'IRF7'	'edge2863'|'edge839'|'edge3648'	'protein_path'	ISG15 u RNASEL|RNASEL u IP6K2|IP6K2 u IRF7
'p1983'	'APP'|'ITM2B'|'PRL'|'STAT1'	'edge4605'|'edge3902'|'edge85'	'protein_path'	APP u ITM2B|ITM2B u PRL|PRL d STAT1
'p1984'	'APP'|'COPS5'|'GNB2L1'|'STAT1'	'edge4078'|'edge1994'|'edge3128'	'protein_path'	APP u COPS5|COPS5 u GNB2L1|GNB2L1 u STAT1
'p1985'	'ISG15'|'IFIT3'|'CDC37'|'FGFR3'	'edge2134'|'edge1800'|'edge2892'	'protein_path'	ISG15 u IFIT3|IFIT3 u CDC37|CDC37 u FGFR3
'p1986'	'COLGALT1'|'ELAVL1'|'SIRT1'|'STAT1'	'edge5760'|'edge2301'|'edge3835'	'protein_path'	COLGALT1 u ELAVL1|ELAVL1 u SIRT1|SIRT1 u STAT1
'p1987'	'ISG15'|'IRF3'|'DEAF1'|'IRF7'	'edge496'|'edge4517'|'edge5591'	'protein_path'	ISG15 d IRF3|IRF3 u DEAF1|DEAF1 u IRF7
'p1988'	'APP'|'PTAFR'|'IRF4'|'STAT1'	'edge5057'|'edge2749'|'edge5814'	'protein_path'	APP u PTAFR|PTAFR u IRF4|IRF4 u STAT1
'p1989'	'APP'|'NOS3'|'HSP90AB1'|'FGFR3'	'edge2181'|'edge3562'|'edge4927'	'protein_path'	APP u NOS3|NOS3 u HSP90AB1|HSP90AB1 u FGFR3
'p1990'	'FGFR3'|'CDC37'|'AKT1'|'STAT1'	'edge2892'|'edge207'|'edge2741'	'merlin_path'	FGFR3 u CDC37|CDC37 u AKT1|AKT1 d STAT1
'p1991'	'APP'|'MAST1'|'CDK14'|'MOK'	'edge1593'|'edge4214'|'edge430'	'protein_path'	APP u MAST1|MAST1 u CDK14|CDK14 u MOK
'p1992'	'FGFR3'|'SOCS1'|'ALK'|'IRF7'	'edge5709'|'edge2849'|'edge3120'	'merlin_path'	FGFR3 u SOCS1|SOCS1 u ALK|ALK u IRF7
'p1993'	'FGFR3'|'MAPK14'|'IRAK1'|'IRF7'	'edge3518'|'edge5206'|'edge2746'	'merlin_path'	FGFR3 u MAPK14|MAPK14 u IRAK1|IRAK1 d IRF7
'p1994'	'APP'|'NOTCH1'|'EGFR'|'STAT1'	'edge1965'|'edge4594'|'edge2906'	'protein_path'	APP u NOTCH1|NOTCH1 d EGFR|EGFR d STAT1
'p1995'	'ISG15'|'IRF2'|'MX2'|'IRF7'	'edge5759'|'edge2268'|'edge5536'	'protein_path'	ISG15 u IRF2|IRF2 u MX2|MX2 u IRF7
'p1996'	'ISG15'|'IFIT1'|'IRF8'|'IRF7'	'edge1589'|'edge778'|'edge5225'	'protein_path'	ISG15 d IFIT1|IFIT1 u IRF8|IRF8 u IRF7
'p1997'	'APP'|'HSPA8'|'CDC5L'|'TRIM21'	'edge1229'|'edge5446'|'edge1597'	'protein_path'	APP u HSPA8|HSPA8 u CDC5L|CDC5L u TRIM21
'p1998'	'THBS1'|'MYB'|'STAT5A'|'NMI'	'edge4944'|'edge566'|'edge1011'	'protein_path'	THBS1 d MYB|MYB u STAT5A|STAT5A u NMI
'p1999'	'FGFR3'|'SOCS3'|'IFNA2'|'IRF7'	'edge2252'|'edge2015'|'edge1230'	'merlin_path'	FGFR3 u SOCS3|SOCS3 d IFNA2|IFNA2 d IRF7
'p2000'	'FGFR3'|'VEGFA'|'NFKB2'|'STAT1'	'edge4819'|'edge721'|'edge1324'	'merlin_path'	FGFR3 d VEGFA|VEGFA d NFKB2|NFKB2 u STAT1
'p2001'	'ISG15'|'OASL'|'IFI6'|'IRF7'	'edge1788'|'edge4293'|'edge947'	'protein_path'	ISG15 u OASL|OASL u IFI6|IFI6 u IRF7
'p2002'	'ISG15'|'IP6K2'|'YWHAZ'|'TRIM21'	'edge2617'|'edge1014'|'edge2772'	'protein_path'	ISG15 u IP6K2|IP6K2 u YWHAZ|YWHAZ u TRIM21
'p2003'	'ISG15'|'PCNA'|'CDK4'|'MOK'	'edge5878'|'edge580'|'edge1177'	'protein_path'	ISG15 u PCNA|PCNA u CDK4|CDK4 u MOK
'p2004'	'APP'|'SHC1'|'EGFR'|'STAT1'	'edge1829'|'edge3810'|'edge2906'	'protein_path'	APP u SHC1|SHC1 d EGFR|EGFR d STAT1
'p2005'	'APP'|'HTR2A'|'JAK2'|'STAT1'	'edge2005'|'edge737'|'edge1462'	'protein_path'	APP u HTR2A|HTR2A u JAK2|JAK2 d STAT1
'p2006'	'ISG15'|'IRF8'|'CBL'|'TRIM21'	'edge2714'|'edge2479'|'edge604'	'protein_path'	ISG15 u IRF8|IRF8 u CBL|CBL u TRIM21
'p2007'	'APP'|'EGF'|'HGS'|'NMI'	'edge4702'|'edge2634'|'edge0'	'protein_path'	APP d EGF|EGF d HGS|HGS u NMI
'p2008'	'APP'|'MAP3K11'|'HSP90AB1'|'FGFR3'	'edge2393'|'edge2335'|'edge4927'	'protein_path'	APP u MAP3K11|MAP3K11 u HSP90AB1|HSP90AB1 u FGFR3
'p2009'	'APP'|'SSTR2'|'PTPN13'|'STAT1'	'edge3386'|'edge2897'|'edge1618'	'protein_path'	APP u SSTR2|SSTR2 u PTPN13|PTPN13 d STAT1
'p2010'	'ISG15'|'OAS3'|'GBP1'|'IRF7'	'edge608'|'edge1488'|'edge353'	'protein_path'	ISG15 u OAS3|OAS3 u GBP1|GBP1 u IRF7
'p2011'	'APP'|'HGS'|'RNF11'|'STAT1'	'edge729'|'edge3059'|'edge3735'	'protein_path'	APP u HGS|HGS u RNF11|RNF11 u STAT1
'p2012'	'MAGED2'|'TP53'|'RELB'|'STAT1'	'edge756'|'edge1476'|'edge1601'	'protein_path'	MAGED2 u TP53|TP53 u RELB|RELB u STAT1
'p2013'	'LAMB1'|'GFI1B'|'ZFPM1'|'TRIM21'	'edge5073'|'edge1957'|'edge3085'	'protein_path'	LAMB1 u GFI1B|GFI1B u ZFPM1|ZFPM1 u TRIM21
'p2014'	'APP'|'CXCL3'|'IL6'|'STAT1'	'edge1481'|'edge4846'|'edge3982'	'protein_path'	APP u CXCL3|CXCL3 u IL6|IL6 d STAT1
'p2015'	'ISG15'|'MAPK3'|'SMAD2'|'IRF7'	'edge4519'|'edge2735'|'edge4260'	'protein_path'	ISG15 d MAPK3|MAPK3 d SMAD2|SMAD2 u IRF7
'p2016'	'APP'|'PRNP'|'GRB2'|'FGFR3'	'edge2274'|'edge1739'|'edge5887'	'protein_path'	APP u PRNP|PRNP u GRB2|GRB2 u FGFR3
'p2017'	'ISG15'|'OAS3'|'IRF4'|'STAT1'	'edge608'|'edge3730'|'edge5814'	'protein_path'	ISG15 u OAS3|OAS3 u IRF4|IRF4 u STAT1
'p2018'	'FGFR3'|'HSPA8'|'BRCA1'|'STAT1'	'edge3543'|'edge2336'|'edge164'	'merlin_path'	FGFR3 u HSPA8|HSPA8 u BRCA1|BRCA1 u STAT1
'p2019'	'MAGED2'|'TP53'|'ATF3'|'STAT1'	'edge756'|'edge1343'|'edge4730'	'protein_path'	MAGED2 u TP53|TP53 u ATF3|ATF3 u STAT1
'p2020'	'THBS1'|'ELAVL1'|'MDC1'|'STAT1'	'edge5365'|'edge4430'|'edge4043'	'protein_path'	THBS1 u ELAVL1|ELAVL1 u MDC1|MDC1 u STAT1
'p2021'	'ISG15'|'PIK3R4'|'GNAT1'|'MOK'	'edge5714'|'edge1695'|'edge294'	'protein_path'	ISG15 u PIK3R4|PIK3R4 u GNAT1|GNAT1 u MOK
'p2022'	'ISG15'|'HSPA4'|'SMAD3'|'IRF7'	'edge5751'|'edge1405'|'edge2358'	'protein_path'	ISG15 u HSPA4|HSPA4 u SMAD3|SMAD3 u IRF7
'p2023'	'APP'|'STUB1'|'DAXX'|'TRIM21'	'edge1732'|'edge1359'|'edge5773'	'protein_path'	APP u STUB1|STUB1 u DAXX|DAXX u TRIM21
'p2024'	'ISG15'|'GBP2'|'IRF5'|'IRF7'	'edge5164'|'edge3534'|'edge3980'	'protein_path'	ISG15 u GBP2|GBP2 u IRF5|IRF5 u IRF7
'p2025'	'APP'|'B2M'|'IRF5'|'STAT1'	'edge2047'|'edge3138'|'edge3807'	'protein_path'	APP u B2M|B2M u IRF5|IRF5 u STAT1
'p2026'	'ISG15'|'PCNA'|'CDKN2A'|'NMI'	'edge5878'|'edge3022'|'edge2611'	'protein_path'	ISG15 u PCNA|PCNA u CDKN2A|CDKN2A u NMI
